id, minutes, ingredients, simple
201785, 5, 5, 1
28342, 37, 9, 0
398773, 75, 9, 0
68416, 55, 8, 0
52075, 25, 16, 0
53337, 2, 3, 1
219959, 5, 5, 1
319729, 6, 5, 1
300958, 30, 13, 0
152888, 75, 9, 0
329399, 25, 10, 0
368968, 1448, 8, 0
67739, 80, 10, 0
159107, 20, 11, 0
213025, 45, 16, 0
13158, 1520, 6, 0
277817, 10, 6, 0
20382, 20, 4, 1
121282, 35, 14, 0
79203, 315, 9, 0
358050, 20, 9, 0
80689, 10, 4, 1
432134, 30, 9, 0
384197, 24, 7, 0
149260, 35, 9, 0
403996, 30, 8, 0
312876, 15, 2, 1
359192, 80, 16, 0
19704, 35, 8, 0
428396, 45, 11, 0
503872, 90, 10, 0
320663, 30, 13, 0
29622, 40, 6, 0
287008, 45, 9, 0
444807, 10, 5, 1
150965, 40, 9, 0
48834, 55, 10, 0
70445, 25, 7, 0
161297, 45, 6, 0
271092, 5, 5, 1
43964, 70, 18, 0
70556, 40, 11, 0
250799, 3, 12, 0
16970, 31, 8, 0
234690, 29, 6, 0
386970, 55, 7, 0
340918, 100, 11, 0
362610, 90, 6, 0
248340, 75, 5, 0
116044, 60, 10, 0
195148, 20, 5, 1
487183, 5, 4, 1
152841, 6, 2, 1
453212, 150, 20, 0
209691, 16, 3, 1
118075, 5, 9, 0
102705, 30, 9, 0
467795, 94, 8, 0
117682, 10, 8, 0
178111, 20, 14, 0
186030, 25, 9, 0
180084, 16, 6, 0
159912, 11, 7, 0
514984, 30, 5, 0
213725, 85, 8, 0
105177, 135, 8, 0
312953, 40, 12, 0
30147, 35, 6, 0
114825, 15, 6, 0
126297, 10, 8, 0
149855, 40, 8, 0
462526, 45, 12, 0
12757, 45, 4, 0
503485, 85, 11, 0
158329, 255, 6, 0
59362, 70, 11, 0
24005, 22, 5, 0
120242, 10, 9, 0
47016, 245, 8, 0
259715, 5, 5, 1
104204, 70, 10, 0
118906, 4, 2, 1
357698, 20, 4, 1
333537, 40, 11, 0
400148, 35, 8, 0
294580, 55, 16, 0
23192, 490, 12, 0
354855, 75, 14, 0
90036, 35, 10, 0
379440, 50, 10, 0
14875, 150, 15, 0
86839, 90, 10, 0
171513, 5, 7, 0
477446, 5, 4, 1
44222, 5, 7, 0
203193, 10, 4, 1
129676, 65, 14, 0
313973, 50, 13, 0
85239, 25, 8, 0
341292, 40, 10, 0
292528, 210, 12, 0
426684, 10, 10, 0
418827, 5, 5, 1
123578, 120, 6, 0
56144, 490, 7, 0
266216, 30, 8, 0
430492, 15, 7, 0
122219, 30, 2, 0
463707, 60, 7, 0
503258, 30, 9, 0
219498, 165, 12, 0
426339, 25, 9, 0
308592, 260, 15, 0
36734, 50, 15, 0
471598, 55, 4, 0
399220, 5, 4, 1
40502, 10, 5, 1
95671, 25, 7, 0
482203, 25, 5, 0
222991, 4, 3, 1
88966, 11, 7, 0
521391, 35, 6, 0
190594, 40, 11, 0
310097, 80, 14, 0
314345, 40, 9, 0
228514, 50, 6, 0
99934, 65, 8, 0
53368, 70, 11, 0
339163, 210, 10, 0
73077, 65, 16, 0
371864, 30, 11, 0
374093, 10, 7, 0
212089, 20, 5, 1
227701, 75, 7, 0
403798, 45, 18, 0
125391, 40, 5, 0
198776, 270, 12, 0
317033, 90, 15, 0
181724, 25, 5, 0
137178, 5, 13, 0
69352, 40, 12, 0
303490, 20, 10, 0
199528, 100, 8, 0
236684, 150, 11, 0
157297, 30, 6, 0
109908, 15, 13, 0
107721, 42, 9, 0
221305, 25, 6, 0
66634, 30, 16, 0
157006, 20, 9, 0
96919, 375, 9, 0
146639, 1470, 13, 0
513363, 5, 7, 0
267436, 65, 12, 0
314531, 35, 4, 0
233752, 10, 11, 0
34372, 175, 13, 0
224131, 40, 8, 0
421678, 5, 5, 1
161385, 45, 12, 0
6584, 1, 19, 0
249180, 25, 7, 0
169458, 5, 9, 0
66672, 35, 15, 0
145097, 60, 10, 0
354621, 40, 11, 0
245545, 1447, 11, 0
84229, 25, 3, 0
394769, 30, 7, 0
401938, 135, 8, 0
58917, 5, 5, 1
427269, 3, 4, 1
191606, 15, 8, 0
94201, 120, 11, 0
54531, 80, 11, 0
170207, 25, 15, 0
221439, 20, 10, 0
68426, 65, 7, 0
34045, 85, 10, 0
314906, 75, 19, 0
145995, 45, 10, 0
55782, 40, 9, 0
474394, 25, 6, 0
190247, 40, 5, 0
166474, 35, 12, 0
120088, 8, 3, 1
73815, 100, 13, 0
291692, 30, 15, 0
490294, 30, 9, 0
187878, 25, 11, 0
362719, 35, 11, 0
246510, 55, 11, 0
21255, 51, 5, 0
469173, 25, 11, 0
304086, 20, 6, 0
271362, 70, 14, 0
66219, 310, 6, 0
144686, 65, 9, 0
201152, 30, 8, 0
310044, 250, 6, 0
495271, 40, 9, 0
93504, 50, 5, 0
88713, 120, 5, 0
191123, 15, 4, 1
138075, 45, 8, 0
104937, 90, 12, 0
72558, 35, 7, 0
358752, 25, 4, 0
290628, 35, 8, 0
174351, 35, 3, 0
83887, 70, 11, 0
40617, 75, 10, 0
22292, 35, 9, 0
213665, 150, 8, 0
230505, 270, 8, 0
120038, 55, 9, 0
506532, 20, 5, 1
144289, 100, 13, 0
53214, 70, 7, 0
239346, 45, 10, 0
109747, 130, 6, 0
451094, 10, 3, 1
39801, 40, 7, 0
171112, 20, 9, 0
272404, 20, 21, 0
62483, 20, 5, 1
246011, 15, 5, 1
284605, 20, 11, 0
266721, 75, 17, 0
246358, 440, 21, 0
102151, 505, 14, 0
80063, 70, 15, 0
213785, 35, 11, 0
13092, 30, 9, 0
209977, 30, 9, 0
351742, 10, 9, 0
482537, 45, 13, 0
176861, 1530, 12, 0
119203, 20, 13, 0
456441, 20, 10, 0
110138, 375, 7, 0
244885, 2, 8, 0
349011, 8, 7, 0
102889, 30, 12, 0
341932, 150, 10, 0
360781, 50, 12, 0
81166, 37, 9, 0
366633, 25, 6, 0
445590, 5, 5, 1
432989, 75, 9, 0
9506, 35, 6, 0
342610, 60, 13, 0
179836, 30, 13, 0
303238, 15, 8, 0
381956, 10, 9, 0
477685, 65, 8, 0
196573, 10, 6, 0
536063, 35, 5, 0
278662, 250, 7, 0
114413, 1460, 18, 0
366766, 22, 6, 0
485340, 20, 6, 0
262732, 20, 8, 0
60285, 160, 8, 0
356923, 5, 6, 0
231548, 35, 12, 0
160317, 40, 13, 0
50782, 12, 6, 0
409723, 25, 8, 0
142081, 29, 6, 0
263226, 25, 9, 0
253815, 40, 7, 0
354135, 15, 6, 0
327750, 2, 3, 1
15990, 25, 4, 0
505296, 32, 11, 0
441377, 15, 9, 0
523156, 60, 2, 0
144937, 20, 7, 0
478635, 35, 13, 0
77856, 45, 14, 0
168023, 40, 9, 0
128534, 140, 20, 0
290845, 65, 10, 0
382333, 23, 6, 0
494611, 25, 9, 0
253519, 30, 14, 0
128550, 35, 7, 0
143022, 35, 9, 0
200970, 260, 13, 0
243358, 10, 9, 0
433959, 20, 4, 1
373175, 35, 6, 0
310101, 15, 5, 1
483287, 80, 11, 0
2950, 1, 9, 0
396927, 30, 8, 0
312000, 45, 12, 0
7251, 55, 9, 0
185092, 90, 12, 0
55517, 62, 14, 0
149563, 75, 9, 0
272320, 22, 6, 0
370641, 70, 8, 0
339996, 13, 4, 1
58517, 90, 10, 0
520238, 40, 8, 0
37825, 45, 4, 0
257927, 5, 8, 0
336841, 35, 8, 0
253287, 40, 10, 0
313269, 40, 8, 0
132236, 20, 5, 1
180895, 60, 12, 0
65037, 40, 7, 0
365175, 50, 11, 0
383209, 1450, 2, 0
502068, 15, 14, 0
59811, 5, 6, 0
233205, 20, 10, 0
313193, 5, 5, 1
34746, 30, 8, 0
148900, 40, 5, 0
45141, 70, 11, 0
225401, 45, 9, 0
72167, 200, 13, 0
186964, 5, 4, 1
411058, 20, 10, 0
40041, 15, 3, 1
234110, 27, 20, 0
360916, 20, 8, 0
37493, 10, 4, 1
19854, 380, 10, 0
121346, 45, 10, 0
420185, 10, 9, 0
281290, 15, 9, 0
223315, 30, 14, 0
78631, 55, 9, 0
176198, 90, 3, 0
99992, 125, 5, 0
195655, 60, 17, 0
112985, 65, 3, 0
103969, 45, 14, 0
357131, 35, 8, 0
102328, 15, 8, 0
79526, 20, 6, 0
428783, 31, 6, 0
317250, 70, 13, 0
92362, 25, 4, 0
98919, 60, 14, 0
364129, 10, 7, 0
14897, 20, 12, 0
140876, 60, 8, 0
173445, 25, 7, 0
337182, 1455, 5, 0
167790, 15, 6, 0
31943, 30, 14, 0
52454, 35, 8, 0
310189, 10, 4, 1
159400, 30, 15, 0
292305, 30, 8, 0
61612, 20, 5, 1
83220, 10, 5, 1
143597, 21, 8, 0
120196, 100, 10, 0
467196, 40, 10, 0
168627, 40, 8, 0
286024, 50, 9, 0
412666, 180, 8, 0
34573, 70, 14, 0
115948, 50, 8, 0
179115, 12, 7, 0
21109, 360, 8, 0
345792, 20, 4, 1
28351, 35, 15, 0
21147, 35, 8, 0
56828, 45, 7, 0
145447, 60, 13, 0
125519, 55, 5, 0
180566, 20, 6, 0
322368, 35, 7, 0
7027, 107, 11, 0
258505, 90, 17, 0
173013, 22, 14, 0
264398, 20, 10, 0
69777, 45, 7, 0
474681, 270, 7, 0
177570, 85, 6, 0
339032, 5, 6, 0
191669, 30, 13, 0
124860, 2, 9, 0
76084, 78, 8, 0
441035, 40, 10, 0
116027, 55, 10, 0
83381, 33, 11, 0
314122, 5, 6, 0
30328, 45, 9, 0
100353, 45, 13, 0
232226, 105, 16, 0
347468, 50, 6, 0
177427, 425, 10, 0
292448, 25, 7, 0
48690, 21, 5, 0
160740, 110, 10, 0
346792, 75, 9, 0
187130, 20, 7, 0
201675, 15, 15, 0
218545, 5, 4, 1
175751, 195, 9, 0
321412, 30, 5, 0
39310, 12, 11, 0
480127, 210, 11, 0
421747, 70, 10, 0
84348, 205, 20, 0
240947, 4, 3, 1
358756, 30, 6, 0
483049, 55, 8, 0
310092, 30, 7, 0
289760, 20, 14, 0
280657, 365, 8, 0
311669, 70, 11, 0
19455, 41, 4, 0
502803, 25, 14, 0
301902, 15, 11, 0
242841, 40, 8, 0
484132, 380, 15, 0
291063, 70, 9, 0
230728, 5, 6, 0
419366, 35, 11, 0
282569, 80, 7, 0
151179, 5, 8, 0
367478, 45, 9, 0
171442, 80, 12, 0
88732, 33, 3, 0
115588, 50, 4, 0
132193, 35, 10, 0
183766, 11, 4, 1
150763, 55, 10, 0
307435, 15, 8, 0
76859, 55, 13, 0
92021, 30, 22, 0
357982, 55, 10, 0
510670, 40, 5, 0
164893, 10, 5, 1
408309, 5, 5, 1
170645, 60, 14, 0
128922, 30, 11, 0
22903, 50, 7, 0
54587, 35, 15, 0
117963, 15, 4, 1
136936, 20, 7, 0
60256, 35, 8, 0
145018, 20, 9, 0
361296, 25, 5, 0
67298, 15, 5, 1
53130, 35, 9, 0
378168, 25, 10, 0
127694, 25, 8, 0
312639, 60, 6, 0
309367, 40, 13, 0
186768, 35, 3, 0
34690, 68, 14, 0
233816, 60, 12, 0
423381, 3, 16, 0
170314, 40, 10, 0
47999, 50, 6, 0
50321, 32, 5, 0
161651, 60, 6, 0
118548, 32, 16, 0
40567, 40, 9, 0
349152, 55, 8, 0
388039, 15, 10, 0
158571, 16, 3, 1
99223, 45, 7, 0
216321, 35, 8, 0
413768, 390, 14, 0
212797, 10, 7, 0
71060, 10, 4, 1
380745, 35, 7, 0
450521, 2, 6, 0
409772, 50, 7, 0
224769, 60, 9, 0
98203, 1, 4, 1
174348, 50, 4, 0
175727, 15, 10, 0
222058, 120, 15, 0
367435, 20, 12, 0
158948, 35, 9, 0
253728, 55, 7, 0
302631, 15, 10, 0
155712, 17, 10, 0
266448, 90, 11, 0
222208, 60, 9, 0
95936, 25, 11, 0
32725, 20, 8, 0
459604, 4, 4, 1
29678, 35, 4, 0
81323, 3, 4, 1
335066, 45, 8, 0
76017, 85, 6, 0
278149, 35, 8, 0
275879, 385, 11, 0
47936, 100, 15, 0
65433, 40, 3, 0
53897, 60, 12, 0
72108, 40, 11, 0
167319, 10, 16, 0
229052, 5, 5, 1
182125, 3, 3, 1
145590, 35, 11, 0
353717, 17, 11, 0
246598, 25, 14, 0
317075, 30, 12, 0
194229, 5, 11, 0
192548, 300, 19, 0
4345, 1, 9, 0
276388, 5, 7, 0
41690, 62, 12, 0
325920, 108, 11, 0
259495, 75, 12, 0
475823, 25, 6, 0
403704, 80, 9, 0
91049, 50, 13, 0
468423, 300, 15, 0
107260, 25, 11, 0
125901, 50, 15, 0
106629, 35, 9, 0
107656, 25, 11, 0
104090, 55, 8, 0
20761, 30, 9, 0
380559, 35, 14, 0
25682, 40, 12, 0
34634, 35, 6, 0
262915, 80, 9, 0
93935, 25, 11, 0
140483, 35, 10, 0
409805, 90, 9, 0
406329, 10, 9, 0
327494, 35, 7, 0
507101, 35, 8, 0
135701, 35, 10, 0
38833, 25, 9, 0
107472, 80, 11, 0
492824, 25, 4, 0
276091, 75, 16, 0
368099, 60, 8, 0
85876, 35, 10, 0
100807, 25, 5, 0
126691, 25, 8, 0
71549, 110, 8, 0
227263, 485, 4, 0
505493, 20, 6, 0
42914, 50, 10, 0
268781, 40, 10, 0
443544, 55, 14, 0
6453, 122, 10, 0
88375, 8, 5, 1
275876, 10, 11, 0
9448, 10, 11, 0
60800, 30, 8, 0
115645, 120, 10, 0
25317, 35, 8, 0
117154, 15, 5, 1
210458, 185, 9, 0
181973, 570, 9, 0
187800, 17, 6, 0
210893, 200, 9, 0
501727, 1470, 15, 0
173783, 30, 7, 0
62634, 35, 14, 0
16045, 15, 7, 0
118697, 40, 8, 0
74750, 35, 14, 0
150574, 45, 5, 0
253153, 29, 7, 0
106819, 6, 3, 1
125276, 20, 13, 0
68496, 45, 12, 0
373977, 75, 10, 0
86944, 65, 9, 0
424307, 15, 7, 0
343941, 365, 5, 0
203180, 10, 9, 0
132171, 195, 9, 0
147956, 85, 13, 0
181334, 75, 15, 0
70989, 30, 6, 0
516282, 30, 9, 0
84096, 350, 9, 0
372176, 20, 13, 0
460422, 6, 5, 1
50, 70, 10, 0
200941, 30, 12, 0
245620, 20, 13, 0
326477, 135, 9, 0
8583, 360, 11, 0
115760, 90, 13, 0
200417, 80, 5, 0
413731, 490, 8, 0
199044, 40, 16, 0
359420, 4, 5, 1
122449, 30, 8, 0
283241, 3, 4, 1
220994, 3, 4, 1
496907, 70, 9, 0
367132, 40, 12, 0
47322, 15, 4, 1
128678, 60, 19, 0
246749, 34, 4, 0
326297, 180, 11, 0
31395, 65, 10, 0
19526, 610, 11, 0
105824, 135, 7, 0
163734, 15, 3, 1
78264, 90, 16, 0
125140, 30, 13, 0
44206, 20, 4, 1
147755, 265, 6, 0
268081, 85, 10, 0
328245, 25, 11, 0
332, 105, 7, 0
201544, 25, 13, 0
277215, 75, 12, 0
410932, 45, 7, 0
259451, 3, 3, 1
125437, 75, 14, 0
44699, 10, 4, 1
473713, 250, 14, 0
136960, 15, 4, 1
17519, 45, 8, 0
73770, 30, 8, 0
136883, 25, 10, 0
225434, 495, 7, 0
76186, 70, 10, 0
495221, 65, 10, 0
91727, 60, 9, 0
324877, 50, 9, 0
171310, 10, 8, 0
470588, 115, 10, 0
238025, 75, 7, 0
342161, 40, 7, 0
177840, 10, 5, 1
302540, 30, 5, 0
80761, 21, 5, 0
209563, 60, 9, 0
195955, 80, 12, 0
352155, 5, 5, 1
69299, 65, 5, 0
79198, 3000, 7, 0
168653, 25, 14, 0
103182, 80, 12, 0
20486, 120, 13, 0
150938, 90, 12, 0
32787, 55, 8, 0
138597, 20, 9, 0
435000, 260, 8, 0
382476, 60, 7, 0
226209, 15, 9, 0
72082, 10, 8, 0
99512, 28, 9, 0
244984, 40, 8, 0
108105, 35, 12, 0
249442, 20, 10, 0
41377, 51, 9, 0
209540, 25, 7, 0
51104, 30, 8, 0
133304, 30, 8, 0
461920, 30, 8, 0
220437, 55, 7, 0
27665, 30, 8, 0
411724, 60, 7, 0
197389, 50, 8, 0
408419, 15, 5, 1
272439, 57, 10, 0
203157, 5, 5, 1
206942, 95, 13, 0
228442, 500, 9, 0
139782, 45, 10, 0
144314, 26, 8, 0
328252, 7, 5, 1
225409, 35, 10, 0
512447, 40, 8, 0
406581, 30, 11, 0
211014, 30, 11, 0
138783, 10, 7, 0
230236, 40, 4, 0
50809, 40, 14, 0
94997, 10, 3, 1
141780, 10, 8, 0
243532, 105, 9, 0
120628, 80, 16, 0
373716, 10, 3, 1
124811, 35, 7, 0
236728, 30, 13, 0
99772, 5, 7, 0
123750, 90, 7, 0
335166, 10, 4, 1
223660, 40, 9, 0
369550, 2, 7, 0
179574, 20, 8, 0
109857, 55, 4, 0
206185, 45, 13, 0
388901, 40, 6, 0
33472, 30, 7, 0
348502, 130, 5, 0
84701, 20, 7, 0
432518, 20, 11, 0
209648, 30, 14, 0
271748, 30, 10, 0
138332, 35, 9, 0
150186, 212, 11, 0
239012, 390, 10, 0
487610, 50, 10, 0
50919, 12, 5, 1
19764, 35, 14, 0
288653, 34570, 6, 0
87416, 130, 4, 0
357207, 50, 11, 0
139616, 35, 9, 0
329517, 15, 10, 0
354355, 150, 4, 0
103134, 15, 4, 1
476284, 25, 9, 0
59591, 30, 10, 0
67256, 75, 13, 0
392601, 40, 5, 0
69717, 25, 11, 0
213692, 60, 13, 0
47688, 49, 9, 0
139971, 18, 6, 0
210986, 2940, 12, 0
419568, 80, 16, 0
127415, 10, 6, 0
181133, 4, 8, 0
182409, 5, 4, 1
279699, 35, 10, 0
62454, 15, 11, 0
350342, 40, 13, 0
227539, 5, 10, 0
32965, 15, 6, 0
388695, 435, 13, 0
303981, 30, 6, 0
36614, 10, 8, 0
424423, 45, 14, 0
163962, 35, 10, 0
88275, 15, 7, 0
19782, 40, 9, 0
460111, 4, 4, 1
286773, 85, 13, 0
227160, 45, 9, 0
432990, 30, 11, 0
232037, 45, 13, 0
44465, 13, 5, 1
396200, 5, 5, 1
160265, 30, 13, 0
106102, 40, 11, 0
362076, 60, 8, 0
35904, 20, 8, 0
64460, 25, 10, 0
225997, 75, 14, 0
110077, 35, 11, 0
90860, 60, 12, 0
453894, 65, 16, 0
157515, 105, 9, 0
317245, 435, 10, 0
23122, 135, 12, 0
456756, 35, 19, 0
167722, 13, 7, 0
39492, 12, 3, 1
186031, 20, 7, 0
21344, 100, 5, 0
449903, 15, 14, 0
166279, 2, 5, 1
113253, 25, 7, 0
83411, 25, 11, 0
7142, 123, 10, 0
302228, 30, 6, 0
174354, 90, 7, 0
164072, 10, 6, 0
476294, 180, 13, 0
208298, 20175, 12, 0
272722, 30, 20, 0
308879, 120, 31, 0
98279, 30, 7, 0
31220, 60, 10, 0
453257, 545, 5, 0
488099, 30, 7, 0
149212, 35, 9, 0
416180, 15, 5, 1
190401, 130, 13, 0
350632, 150, 20, 0
378236, 5, 5, 1
32115, 35, 16, 0
491088, 40, 9, 0
253176, 30, 14, 0
254132, 40, 7, 0
35237, 30, 7, 0
59799, 35, 14, 0
52426, 435, 8, 0
168886, 50, 12, 0
271300, 11, 5, 1
88031, 20, 11, 0
238566, 2, 3, 1
389723, 35, 8, 0
116143, 30, 9, 0
53912, 65, 17, 0
75197, 30, 10, 0
515369, 145, 9, 0
7410, 1, 14, 0
367866, 20, 9, 0
256469, 60, 9, 0
80083, 180, 14, 0
322998, 10, 13, 0
70443, 110, 10, 0
171008, 55, 8, 0
95813, 35, 7, 0
181930, 60, 16, 0
436249, 32, 6, 0
397208, 75, 9, 0
39473, 48, 10, 0
201596, 70, 3, 0
407122, 50, 13, 0
286062, 75, 13, 0
125930, 45, 7, 0
62901, 45, 9, 0
445708, 45, 11, 0
366821, 35, 13, 0
14106, 70, 8, 0
191798, 20, 9, 0
7296, 1, 15, 0
505856, 30, 11, 0
279300, 150, 8, 0
370585, 2, 3, 1
116053, 40, 9, 0
361083, 10, 10, 0
66937, 70, 9, 0
44299, 90, 15, 0
368599, 14, 7, 0
102621, 10, 6, 0
55542, 35, 12, 0
23567, 15, 15, 0
17211, 55, 15, 0
11263, 12, 3, 1
320579, 12, 10, 0
230041, 110, 15, 0
231806, 95, 4, 0
12101, 33, 13, 0
94024, 25, 5, 0
32861, 10, 10, 0
80214, 35, 12, 0
484188, 75, 9, 0
217051, 20, 9, 0
85844, 5, 8, 0
228761, 20, 13, 0
281520, 70, 11, 0
486796, 70, 19, 0
50774, 75, 11, 0
33538, 40, 9, 0
129306, 10, 4, 1
129891, 33, 9, 0
298395, 25, 9, 0
386617, 30, 12, 0
390133, 310, 7, 0
168211, 30, 9, 0
347039, 10, 4, 1
149800, 260, 10, 0
484020, 210, 8, 0
354054, 40, 18, 0
342718, 25, 9, 0
12762, 50, 6, 0
484810, 50, 9, 0
210713, 120, 11, 0
27637, 5, 11, 0
314191, 90, 17, 0
195483, 10, 10, 0
144102, 35, 8, 0
425652, 20, 11, 0
304111, 20, 5, 1
214713, 120, 9, 0
354896, 30, 13, 0
19004, 30, 6, 0
64902, 440, 11, 0
146707, 10, 8, 0
77504, 72, 10, 0
26854, 1620, 12, 0
339666, 25, 7, 0
289665, 40, 8, 0
224761, 22, 8, 0
348822, 20, 8, 0
14825, 85, 10, 0
109988, 90, 17, 0
157816, 65, 5, 0
99558, 35, 11, 0
205266, 40, 6, 0
209445, 60, 7, 0
190189, 45, 8, 0
292618, 50, 7, 0
165363, 60, 16, 0
19807, 50, 8, 0
223240, 15, 9, 0
234671, 40, 10, 0
172097, 5, 2, 1
147289, 10, 5, 1
276853, 1, 10, 0
359947, 7, 6, 0
188058, 17, 6, 0
487779, 55, 8, 0
359271, 30, 10, 0
152945, 15, 7, 0
277766, 50, 15, 0
87565, 35, 13, 0
270902, 50, 10, 0
205357, 25, 7, 0
305786, 20, 13, 0
340911, 12, 6, 0
8507, 5, 6, 0
25888, 90, 12, 0
200730, 35, 3, 0
51908, 60, 10, 0
330504, 35, 2, 0
300567, 2, 5, 1
304459, 735, 10, 0
458298, 20, 5, 1
86620, 35, 11, 0
119860, 5, 6, 0
199000, 78, 13, 0
279821, 90, 22, 0
461787, 30, 12, 0
399915, 20, 8, 0
106451, 65, 5, 0
69096, 40, 15, 0
346709, 12, 6, 0
193182, 145, 9, 0
9041, 125, 7, 0
112562, 10, 4, 1
110154, 45, 14, 0
344684, 30, 8, 0
187673, 45, 15, 0
79380, 55, 8, 0
251766, 20, 3, 1
116874, 60, 8, 0
155451, 40, 16, 0
484506, 12, 5, 1
93085, 35, 5, 0
351744, 45, 5, 0
210940, 180, 10, 0
250672, 10, 5, 1
15469, 30, 8, 0
370046, 5, 12, 0
142067, 60, 7, 0
221165, 135, 9, 0
206810, 30, 7, 0
111739, 30, 7, 0
178569, 70, 17, 0
77029, 130, 6, 0
74224, 375, 19, 0
336209, 30, 11, 0
357390, 55, 15, 0
54199, 32, 7, 0
300834, 47, 7, 0
13836, 15, 4, 1
226749, 240, 9, 0
214045, 25, 9, 0
121152, 32, 11, 0
82663, 20, 9, 0
34790, 22, 9, 0
391234, 25, 12, 0
29543, 365, 10, 0
199422, 80, 4, 0
367495, 22, 7, 0
345992, 30, 5, 0
495303, 80, 13, 0
291422, 10, 7, 0
402003, 15, 10, 0
273355, 100, 6, 0
64310, 60, 5, 0
106866, 50, 7, 0
215942, 30, 12, 0
133849, 40, 6, 0
35908, 630, 14, 0
226875, 55, 11, 0
264813, 5, 9, 0
61488, 25, 6, 0
4279, 1, 6, 0
121324, 25, 8, 0
43386, 70, 12, 0
350136, 25, 9, 0
292029, 17, 8, 0
448534, 105, 14, 0
257888, 17, 2, 1
455092, 5, 9, 0
367115, 12, 3, 1
62500, 615, 8, 0
84870, 45, 12, 0
277418, 380, 9, 0
10468, 25, 7, 0
147264, 70, 8, 0
218592, 25, 12, 0
473512, 435, 13, 0
410821, 30, 7, 0
171339, 15, 7, 0
251346, 30, 13, 0
470431, 20, 8, 0
303573, 490, 11, 0
264918, 120, 17, 0
186655, 5, 10, 0
386833, 35, 11, 0
339618, 10, 6, 0
43231, 15, 12, 0
460177, 20, 8, 0
421734, 140, 5, 0
506553, 30, 13, 0
136266, 70, 9, 0
112829, 170, 12, 0
71514, 240, 9, 0
372794, 250, 9, 0
326279, 80, 11, 0
456268, 10, 7, 0
477440, 65, 13, 0
379259, 10, 12, 0
244123, 2, 3, 1
160357, 5, 4, 1
433998, 45, 8, 0
52192, 500, 8, 0
308655, 30, 7, 0
352941, 20, 5, 1
137845, 30, 9, 0
154786, 30, 13, 0
358828, 55, 13, 0
140996, 80, 13, 0
33424, 20, 4, 1
399671, 40, 9, 0
182964, 55, 7, 0
511995, 20, 12, 0
292756, 20, 9, 0
372247, 10, 7, 0
76161, 60, 8, 0
36452, 55, 7, 0
404676, 65, 3, 0
346008, 20, 14, 0
103801, 20, 4, 1
172591, 15, 8, 0
426762, 35, 8, 0
182632, 50, 14, 0
3857, 8, 6, 0
164179, 325, 17, 0
141846, 15, 9, 0
212010, 30, 6, 0
33115, 192, 9, 0
71858, 5, 5, 1
173824, 140, 15, 0
378743, 20, 10, 0
75236, 39, 15, 0
394371, 24, 5, 0
256266, 75, 12, 0
518146, 35, 11, 0
324418, 25, 10, 0
214804, 25, 5, 0
100974, 60, 9, 0
109816, 70, 10, 0
286501, 40, 12, 0
445211, 30, 5, 0
162372, 150, 16, 0
165843, 50, 8, 0
391104, 440, 11, 0
95373, 150, 18, 0
226522, 160, 19, 0
87395, 5, 2, 1
105929, 20, 8, 0
83509, 270, 6, 0
50014, 35, 9, 0
245226, 50, 9, 0
56401, 30, 8, 0
212885, 40, 13, 0
376948, 22, 4, 0
430119, 10, 6, 0
444350, 33, 9, 0
355763, 30, 8, 0
236167, 25, 12, 0
263782, 45, 5, 0
350865, 23, 13, 0
248010, 67, 14, 0
248014, 30, 10, 0
294624, 35, 7, 0
10522, 10, 4, 1
139641, 210, 6, 0
321565, 60, 9, 0
234092, 45, 10, 0
188443, 40, 12, 0
323387, 20, 6, 0
146728, 30, 9, 0
93690, 10, 6, 0
471263, 23, 6, 0
272882, 15, 7, 0
139339, 43, 7, 0
290469, 21, 12, 0
395530, 25, 6, 0
235671, 40, 3, 0
169086, 5, 2, 1
194075, 20, 10, 0
420639, 15, 18, 0
92062, 60, 8, 0
445831, 45, 11, 0
180387, 75, 8, 0
52565, 10, 6, 0
126849, 45, 6, 0
400035, 2890, 8, 0
100363, 30, 5, 0
159048, 75, 7, 0
55695, 50, 6, 0
407381, 12, 11, 0
123904, 15, 5, 1
226199, 80, 5, 0
267751, 70, 14, 0
466716, 30, 10, 0
120079, 40, 18, 0
221791, 30, 13, 0
17718, 5, 7, 0
437370, 25, 9, 0
56260, 25, 10, 0
181311, 40, 9, 0
318527, 90, 20, 0
365470, 30, 12, 0
402890, 45, 17, 0
395700, 50, 14, 0
102340, 10, 6, 0
260903, 26, 6, 0
503436, 35, 5, 0
92202, 195, 10, 0
112237, 40, 9, 0
116812, 50, 12, 0
224842, 5, 4, 1
130656, 10, 7, 0
2514, 10, 5, 1
330676, 35, 12, 0
189116, 8, 9, 0
189354, 25, 13, 0
207631, 80, 11, 0
189816, 270, 12, 0
233143, 55, 11, 0
240089, 5, 4, 1
18393, 25, 5, 0
133429, 30, 7, 0
135509, 50, 6, 0
131415, 40, 6, 0
379355, 5, 5, 1
380911, 70, 12, 0
53355, 15, 4, 1
401669, 60, 10, 0
361447, 30, 13, 0
309635, 135, 9, 0
168208, 25, 9, 0
14636, 35, 10, 0
451666, 43, 12, 0
270871, 80, 14, 0
94680, 13, 8, 0
109930, 15, 7, 0
145874, 50, 6, 0
137264, 3, 3, 1
384805, 50, 18, 0
363756, 10, 4, 1
354598, 50, 4, 0
308206, 21, 8, 0
31937, 75, 9, 0
