id, minutes, n_ingredients
160403, 25, 3
293735, 10, 5
197335, 65, 4
59210, 25, 4
31422, 70, 5
430346, 5, 5
460943, 105, 4
430575, 3, 4
101544, 12, 4
344289, 30, 5
108361, 5, 4
111280, 2, 4
100117, 25, 5
271490, 5, 5
200097, 43205, 3
304236, 20, 5
428655, 20, 4
309724, 7, 4
363779, 15, 3
113345, 70, 4
126934, 3, 3
298352, 2, 5
456954, 2, 4
21301, 20, 4
339838, 50, 5
133375, 70, 3
356391, 65, 5
362053, 40, 5
447853, 15, 2
238094, 25, 4
68335, 55, 5
36291, 55, 5
275659, 50, 4
190380, 30, 3
23322, 10, 3
89594, 10, 2
320131, 2, 3
119014, 5, 5
146242, 10, 5
496520, 30, 5
24420, 485, 2
56336, 110, 4
515586, 5, 3
347457, 5, 5
125287, 5, 4
375616, 7, 4
353846, 40, 5
465292, 245, 4
3389, 1, 5
104975, 25, 4
72439, 15, 4
393479, 5, 2
76515, 10, 4
299033, 5, 5
342645, 5, 5
55163, 5, 4
9531, 50, 4
372517, 35, 5
100284, 8, 4
318114, 13, 5
392714, 190, 5
165275, 9, 4
48067, 20, 4
317680, 30, 5
280706, 10, 5
397380, 20, 4
42745, 70, 5
341847, 85, 5
28898, 485, 5
20133, 14, 4
427384, 30, 2
90298, 5, 4
235324, 100, 5
193674, 1, 3
493999, 15, 4
97463, 45, 5
318821, 13, 5
107240, 120, 4
320297, 25, 5
198164, 10, 5
319704, 20, 5
342660, 5, 4
319657, 5, 5
144236, 2, 2
425086, 5, 3
416768, 20, 5
43622, 5, 3
227730, 23, 4
251168, 20, 5
26651, 5, 3
330185, 1, 2
204597, 10, 2
176302, 35, 5
458477, 5, 3
40476, 15, 5
102910, 3, 5
236642, 130, 3
436825, 20, 5
54325, 12, 4
205254, 20, 5
139049, 15, 4
4133, 45, 5
229172, 5, 4
503342, 15, 2
269475, 17, 5
247912, 5, 5
234903, 35, 5
15495, 5, 2
420758, 55, 5
338542, 60, 5
20102, 155, 5
328078, 5, 3
267654, 65, 5
104374, 5, 4
186891, 45, 4
154465, 15, 4
282732, 20, 5
92451, 25, 2
436244, 10, 5
152370, 65, 4
85148, 17, 3
313278, 50, 5
113283, 35, 5
10606, 5, 5
101371, 5, 3
155750, 20, 5
16062, 10, 3
157010, 35, 5
264567, 25, 4
192245, 130, 5
190941, 15, 5
123753, 5, 3
462876, 65, 3
522867, 35, 5
95629, 60, 5
78078, 25, 4
72725, 10, 5
171898, 45, 3
346291, 2, 3
356055, 10, 4
17593, 27, 4
221437, 65, 5
171844, 20, 5
215561, 55, 5
398897, 5, 2
102098, 43380, 4
273071, 23, 4
205504, 180, 5
262103, 70, 5
166297, 5, 4
346844, 10, 5
93606, 5, 5
361984, 35, 3
33820, 10, 3
247698, 20, 5
92660, 8, 5
169565, 2, 4
275991, 5, 5
127739, 505, 5
132146, 65, 5
63051, 17, 3
172448, 5, 3
312212, 2, 4
167644, 245, 2
514140, 10, 5
96683, 30, 3
226455, 20, 5
330864, 2, 4
336955, 55, 5
179640, 20, 3
121105, 60, 5
401881, 11, 5
260608, 2, 3
102895, 5, 4
149217, 5, 5
333157, 10, 5
208498, 65, 3
64915, 4, 4
419880, 1455, 5
456094, 15, 2
177845, 25, 2
341431, 5, 3
110513, 23, 4
164683, 95, 5
228881, 220, 3
101677, 15, 4
430830, 2, 5
368993, 2, 2
75298, 15, 4
298196, 5, 5
275948, 75, 3
82731, 3, 2
197530, 40, 3
392690, 3, 4
66690, 55, 5
142376, 60, 5
280527, 10, 5
316405, 45, 4
468926, 40, 3
428520, 20, 5
25557, 95, 5
55606, 6, 4
50842, 20, 2
30440, 5, 5
87645, 375, 5
320948, 20, 4
404871, 3, 5
188325, 20, 5
76421, 15, 5
330263, 5, 5
184489, 10, 5
79364, 25, 4
38291, 27, 5
119875, 315, 4
92581, 40, 5
14782, 2, 5
319317, 50, 4
301389, 15, 5
417505, 15, 4
227297, 15, 2
230910, 15, 3
106648, 50, 4
249829, 40, 5
314516, 5, 4
463856, 5, 4
63300, 20, 5
48460, 40, 3
235831, 9, 5
14212, 35, 3
287570, 18, 4
302034, 10, 5
363280, 85, 5
127536, 40, 5
136942, 85, 5
183821, 35, 3
212077, 490, 5
302666, 2, 5
227577, 7, 4
273019, 2, 5
175256, 60, 5
55004, 10, 5
6814, 20, 5
121433, 20190, 4
297122, 75, 5
184329, 5, 4
151351, 20, 5
171785, 15, 5
107177, 4330, 4
245661, 10, 5
34069, 75, 4
493504, 30, 5
392576, 50, 4
82870, 9, 5
412860, 145, 5
86566, 11, 5
177877, 35, 4
359058, 15, 5
383915, 5, 5
422870, 50, 3
182436, 30, 5
193161, 30, 5
201855, 135, 3
456082, 20, 4
197391, 190, 4
88379, 15, 4
36645, 63, 2
201448, 15, 3
221474, 17, 4
147431, 5, 2
494163, 20, 5
138648, 35, 4
147569, 25, 5
166012, 30, 3
169648, 5, 2
284612, 55, 5
75419, 70, 3
117878, 65, 4
109267, 3, 3
121930, 10, 5
201296, 20, 4
71382, 10, 2
231026, 2, 5
327129, 6, 5
18171, 5, 5
330290, 15, 4
497325, 35, 5
20898, 15, 4
33483, 60, 5
507361, 35, 4
426458, 90, 4
271749, 17, 2
195596, 5, 3
353542, 15, 4
26112, 210, 5
3503, 30, 4
371487, 50, 5
470421, 20, 5
462446, 15, 5
39224, 5, 3
121956, 10, 3
366783, 10, 5
347606, 30, 5
66975, 75, 3
223151, 185, 5
244210, 5, 3
149943, 35, 5
21170, 10, 4
118413, 10, 4
118346, 25, 4
156914, 255, 5
306608, 5, 3
89865, 210, 4
122617, 17, 5
369561, 75, 5
454978, 1, 4
106627, 70, 5
351516, 2, 3
323983, 30, 5
150085, 30, 5
461044, 5, 4
501408, 10, 3
134773, 5, 3
321420, 3, 3
97494, 5, 4
103241, 30, 5
286386, 2, 4
173390, 3, 2
56978, 362, 2
115912, 5, 3
318383, 15, 3
12578, 25, 3
103316, 25, 5
323326, 63, 3
254550, 35, 5
492010, 15, 5
25891, 5, 4
104799, 15, 3
148301, 55, 5
12402, 45, 4
330488, 10, 2
112468, 40, 5
463372, 6, 5
119345, 15, 2
131087, 30, 5
286478, 5, 4
90569, 20, 5
147782, 10, 3
33159, 55, 4
87255, 5, 4
452748, 40, 5
42157, 20, 4
320154, 30, 4
327251, 15, 4
277907, 1, 3
133212, 40, 5
168339, 15, 3
66105, 35, 5
74556, 30, 5
66349, 12, 3
422928, 5, 3
273080, 2, 4
189690, 30, 4
182862, 3, 5
102381, 25, 5
211185, 35, 2
330045, 5, 5
64662, 2, 4
254784, 5, 2
439576, 25, 4
30101, 15900, 5
125971, 245, 4
226408, 10, 3
464629, 130, 5
293757, 2, 4
822, 8, 3
377565, 30, 4
317207, 20, 5
220439, 15, 4
146745, 55, 5
13763, 5, 2
146078, 100, 5
219944, 3, 2
139888, 25, 5
305320, 50, 5
19702, 80, 5
429723, 15, 4
286600, 35, 4
381981, 135, 4
278242, 5, 3
250069, 10, 5
73094, 20, 4
265928, 25, 5
31213, 15, 5
519885, 90, 5
461707, 20, 3
312861, 30, 5
532289, 10, 5
415729, 15, 5
63976, 440, 5
159039, 40, 5
71902, 75, 3
84643, 65, 3
350387, 30, 5
16813, 5, 4
224043, 30, 4
318468, 5, 5
361648, 70, 4
200005, 22, 5
151784, 485, 5
24593, 5, 3
40512, 5, 5
49011, 20, 2
128405, 10, 4
58687, 30, 3
493022, 25, 3
461235, 5, 3
360574, 55, 5
113733, 2, 3
340431, 5, 4
192280, 150, 5
58024, 10, 4
122882, 2, 4
65827, 45, 5
149628, 15, 4
223425, 45, 5
35153, 197, 4
472478, 17, 5
336504, 30, 2
376698, 10, 3
69977, 10, 4
264902, 13, 5
44231, 105, 5
250760, 5, 4
452445, 65, 4
171376, 5, 3
452972, 2, 3
318205, 40, 5
263256, 30, 2
114709, 36, 5
178784, 100, 4
82923, 15, 4
322352, 5, 5
282485, 10, 3
384998, 55, 5
155775, 40, 4
369046, 10, 4
130297, 5, 4
333315, 30, 3
121685, 15, 4
11680, 2900, 5
493157, 25, 5
66608, 35, 5
303155, 10, 5
131802, 10, 5
431835, 10, 4
423314, 20, 3
90917, 15, 5
119, 15, 5
264052, 15, 5
369645, 40, 5
98101, 10, 5
139950, 55, 4
476969, 30, 5
375066, 3, 4
329349, 25, 5
306217, 40, 5
508539, 250, 5
153065, 50, 3
4154, 60, 3
425489, 185, 3
211735, 55, 5
240338, 120, 5
426694, 10, 3
34175, 86400, 3
180160, 6, 4
214663, 75, 3
352469, 2, 3
350631, 55, 4
458785, 25, 5
483799, 35, 5
199396, 5, 5
316306, 10, 3
56344, 10, 4
246136, 15, 4
34910, 300, 4
459378, 4, 5
59026, 15, 5
51927, 1020, 5
224093, 10, 4
391431, 1445, 4
326865, 35, 5
339156, 8, 3
351429, 23, 4
71298, 5, 3
377177, 5, 5
53739, 20, 5
263460, 40, 4
75432, 45, 5
270292, 2, 2
104089, 50, 5
151137, 85, 4
123966, 240, 2
37802, 20, 5
190381, 60, 5
316257, 5, 2
154009, 25, 5
150861, 22, 4
344591, 30, 4
147474, 45, 5
349505, 30, 5
158870, 12, 5
234171, 60, 5
323834, 10, 4
238975, 10, 5
362219, 10, 4
266945, 241, 4
236603, 15, 5
333452, 30, 4
114985, 70, 5
169649, 150, 5
418874, 2, 5
284403, 75, 5
92567, 3, 3
112414, 2, 3
381941, 45, 4
32954, 15, 5
228281, 20, 4
360841, 20, 5
493484, 390, 5
437709, 25, 5
104894, 135, 5
258774, 2, 4
87043, 10, 5
188636, 2, 3
396133, 25, 5
411501, 50, 4
275263, 185, 5
321805, 2, 3
101424, 40, 5
121755, 25, 4
177724, 30, 5
164368, 35, 5
392849, 20, 5
39278, 45, 4
456480, 12, 5
30167, 7, 5
81507, 1, 4
100162, 25, 5
340409, 80, 4
140029, 15, 5
72857, 30, 5
64204, 17, 5
2688, 6, 2
205613, 195, 4
458111, 65, 4
422497, 10, 5
204380, 20, 4
89903, 15, 5
92008, 20, 5
457046, 3, 4
361894, 130, 5
495967, 35, 5
238481, 10, 5
358809, 60, 4
268073, 2, 2
359323, 2, 5
54041, 15, 4
321500, 30, 4
239290, 300, 3
126404, 50, 4
82887, 15, 3
425977, 20, 3
512486, 5, 4
143570, 35, 4
423001, 7, 5
110640, 10, 2
176415, 2, 5
181292, 1, 2
45008, 10, 4
279379, 30, 3
155633, 20, 5
133559, 5, 2
91309, 1, 4
253725, 5, 3
173659, 2, 3
382715, 3, 2
307157, 45, 4
440381, 23, 4
436156, 55, 4
49004, 10, 5
379818, 30, 5
218093, 30, 3
207843, 65, 5
123972, 60, 5
164388, 10, 5
271019, 3, 4
214643, 25, 5
13168, 130, 5
14946, 10, 5
217133, 5, 4
290564, 125, 4
359141, 5, 5
110144, 40, 5
175836, 10, 4
497010, 40, 5
207196, 10, 5
110119, 35, 5
181261, 5, 4
44739, 35, 5
138287, 85, 5
519890, 40, 4
153126, 1800, 2
26676, 10, 4
35426, 15, 5
338684, 6, 4
204562, 5, 3
116987, 13, 4
89229, 30, 2
169008, 20, 5
384584, 40, 5
327550, 10, 5
510958, 10, 5
89213, 15, 3
171586, 7, 5
255005, 2, 3
114229, 5, 3
241783, 40, 4
67202, 65, 3
454426, 15, 5
396622, 15, 4
203826, 20, 3
19098, 30, 5
122431, 20, 4
92654, 45, 5
145366, 5, 4
85039, 30, 5
331067, 10, 4
230433, 2, 4
150230, 20, 5
332565, 50, 4
178228, 70, 4
476022, 25, 4
40256, 3, 3
422034, 75, 5
211048, 2, 2
358604, 5, 4
144778, 3, 2
335525, 15, 4
99636, 40, 5
157525, 20, 5
212512, 10, 3
504100, 15, 5
141815, 380, 3
76617, 75, 3
62269, 10, 5
292163, 15, 4
467571, 30, 5
132877, 60, 5
373618, 15, 4
275810, 1, 4
186461, 1500, 5
313702, 35, 4
97487, 10, 4
228635, 5, 2
479060, 60, 2
501197, 15, 4
246674, 1, 2
417663, 5, 2
257757, 15, 3
468262, 35, 5
94032, 40, 4
7244, 1, 4
76520, 30, 4
214987, 10, 5
215396, 60, 4
303820, 90, 5
132470, 20, 4
218051, 10, 5
377995, 8, 5
151329, 15, 3
458430, 15, 5
391172, 60, 4
189633, 485, 4
460301, 20, 3
90106, 55, 5
86719, 265, 5
270003, 55, 5
311307, 370, 4
286468, 5, 4
292317, 25, 5
287661, 70, 5
57130, 490, 4
213122, 25, 5
363399, 6, 5
29198, 45, 4
458078, 1, 2
297222, 3, 3
164917, 9, 5
41396, 12, 4
114817, 495, 5
431870, 13, 5
39558, 5, 4
174815, 10, 2
403404, 5, 4
416950, 2, 4
117219, 55, 5
16001, 20, 3
290146, 40, 5
87865, 10, 4
448434, 50, 2
38983, 60, 4
328000, 55, 5
258144, 245, 3
344180, 15, 5
40639, 25, 5
377520, 10, 3
480010, 10090, 4
105172, 60, 5
317364, 5, 5
350081, 95, 5
415957, 2, 4
344281, 105, 5
477937, 135, 4
457809, 2, 2
188197, 10, 5
309530, 14, 4
76033, 30, 5
84090, 2, 2
42472, 2, 3
29723, 35, 5
93917, 15, 4
100018, 195, 4
97737, 10, 5
216057, 10, 5
269030, 25, 5
123410, 10, 5
289499, 5, 4
407779, 1, 2
45782, 5, 4
444172, 15, 5
9085, 10, 4
96328, 45, 5
8605, 15, 5
372168, 10, 4
180186, 25, 5
322107, 5, 3
97617, 15, 5
281598, 60, 4
340106, 15, 4
54174, 60, 5
64641, 20, 3
483954, 40, 5
26642, 5, 3
480369, 20, 3
488544, 15, 3
76624, 75, 3
246794, 150, 5
316305, 85, 5
241650, 40, 3
238062, 15, 4
68420, 45, 5
95314, 23, 4
68858, 185, 4
3691, 15, 5
239350, 10, 2
430783, 365, 4
210173, 10, 5
241935, 20, 3
210897, 40, 4
483189, 10, 4
483613, 15, 4
183290, 15, 4
168762, 60, 4
131356, 25, 4
370489, 60, 5
401017, 45, 5
379946, 20, 4
423299, 5, 4
391538, 23, 4
201299, 75, 5
128404, 125, 3
135340, 10, 3
237030, 5, 3
366930, 32, 5
391154, 6, 4
358364, 25, 3
117959, 60, 5
62492, 30, 4
385525, 10, 4
373804, 5, 5
364209, 5, 2
412023, 5, 4
362876, 20, 3
469707, 40, 5
516073, 365, 4
318713, 15, 3
350716, 50, 3
97348, 10, 5
11996, 240, 5
117153, 10, 3
202985, 6, 4
68479, 13, 5
408478, 10, 5
53921, 610, 5
14215, 90, 5
381528, 25, 4
86863, 10, 5
96703, 5, 3
171980, 7, 4
97803, 22, 5
13750, 5760, 4
34604, 10, 5
114545, 25, 5
105650, 15, 4
237806, 5, 5
362232, 5, 4
141950, 10, 4
58318, 65, 5
69298, 20, 3
127547, 4, 3
325671, 40, 4
476930, 195, 4
303123, 25, 3
109322, 15, 5
338489, 484, 2
494434, 30, 4
442872, 20, 4
304795, 5, 5
138670, 125, 5
387818, 72, 5
99780, 15, 5
195587, 10, 4
459554, 10, 5
310371, 5, 4
93230, 10, 5
220750, 5, 4
322647, 20, 5
497145, 25, 5
91993, 12, 5
480105, 5, 4
514445, 16, 5
71627, 140, 5
456828, 5, 5
48559, 90, 5
233767, 20, 5
346066, 495, 5
53452, 20, 5
397997, 5, 5
316544, 5, 3
256753, 25, 5
417602, 2, 3
123513, 13, 5
465615, 35, 4
169784, 90, 5
234799, 30, 5
33345, 60, 3
322452, 5, 4
208189, 40, 5
321615, 25, 3
290743, 25, 3
215794, 11, 5
29653, 60, 5
104082, 20, 4
166790, 15, 4
80361, 25, 4
105693, 10, 4
119629, 15, 5
225239, 72, 5
317955, 60, 5
489298, 80, 5
307003, 365, 4
378516, 40, 3
496289, 15, 4
149360, 23, 4
141417, 25, 4
64854, 22, 2
464709, 30, 4
17777, 14, 3
330097, 5, 3
49467, 13, 4
326108, 2, 5
107513, 25, 3
23253, 75, 4
514757, 20, 5
399822, 45, 5
389443, 20, 2
253627, 35, 4
425703, 5, 4
442738, 40, 4
108162, 35, 5
375963, 20, 5
140779, 15, 2
71535, 75, 5
274510, 10, 4
14059, 25, 5
60425, 25, 5
88589, 10, 5
16066, 5, 2
49574, 20, 5
258647, 55, 5
268791, 70, 5
142894, 20, 5
59119, 10, 4
114201, 20, 4
65985, 2, 3
430398, 5, 4
94429, 50, 5
213382, 2, 3
453089, 1, 4
102909, 7, 5
380329, 10, 5
413789, 4, 3
217901, 3, 3
116804, 15, 4
224184, 15, 5
269233, 15, 5
277458, 8, 4
424713, 35, 4
470834, 4, 2
132155, 20, 4
365915, 2, 3
478892, 10, 5
99759, 20, 5
194081, 40, 5
302173, 50, 5
11824, 60, 3
190156, 60, 3
229724, 25, 4
97139, 2, 3
234759, 25, 3
20217, 30, 5
265007, 245, 5
280308, 26, 4
192403, 660, 5
251057, 6, 5
456457, 30, 2
95987, 5, 5
365414, 40, 3
179847, 30, 4
111545, 7, 3
59575, 5, 5
297025, 5, 4
54204, 50, 5
318805, 5, 5
177619, 7, 5
430054, 5, 4
299233, 5, 5
341754, 10, 4
220758, 50, 5
9518, 2, 2
475237, 250, 4
129552, 2, 3
297363, 55, 4
294949, 30, 5
57710, 32, 4
236543, 55, 5
38411, 5, 4
389893, 30, 4
48139, 38, 5
117671, 5, 5
153864, 15, 4
884, 1, 3
134234, 10, 4
129351, 4, 4
122141, 5, 5
388354, 4, 5
312072, 30, 4
150653, 25, 5
280929, 10, 3
460334, 14, 4
58165, 30, 5
235169, 2, 5
187156, 15, 3
466464, 20, 5
495163, 5, 3
146617, 5, 4
488497, 25, 4
180708, 35, 5
335912, 4, 4
280197, 5, 4
125226, 70, 4
267014, 20, 4
136814, 65, 4
317508, 65, 5
276879, 5, 5
56114, 27, 5
501210, 15, 5
188405, 33, 5
350040, 10, 5
451657, 5, 3
464011, 30, 4
307905, 15, 4
99958, 30, 5
115289, 5, 5
181451, 20, 5
445157, 30, 5
166631, 15, 5
491276, 40, 5
103935, 20, 3
232954, 70, 5
223833, 250, 5
30090, 55, 4
382503, 5, 4
6746, 1, 5
121162, 35, 4
417609, 4, 5
460159, 15, 4
180570, 20, 5
176609, 5, 3
15347, 30, 3
84889, 370, 4
458166, 25, 5
149228, 125, 5
40557, 125, 4
385878, 3, 4
209652, 5, 3
59020, 10, 5
284620, 20, 4
126588, 190, 4
337705, 20, 4
288960, 30, 3
379632, 15, 5
162592, 10, 5
333030, 70, 5
151798, 45, 5
176251, 5, 5
150115, 80, 5
281092, 375, 3
132066, 20, 4
60677, 5, 3
136145, 17, 2
166573, 5, 3
28951, 5, 5
365573, 15, 3
31833, 8, 4
4789, 10, 3
40602, 375, 4
410069, 3, 5
71933, 70, 3
320325, 60, 5
284312, 5, 4
373181, 15, 4
20141, 11, 5
423551, 5, 5
150111, 1, 3
415719, 15, 3
106262, 35, 5
336169, 365, 5
355962, 55, 5
21056, 13, 3
28073, 10, 5
138660, 70, 4
35513, 10, 3
197137, 100, 5
117414, 5, 3
294442, 6, 4
150462, 30, 5
259045, 2, 5
254825, 5, 3
76821, 20, 5
462167, 5, 5
210251, 10, 5
414643, 5, 4
13124, 10, 5
273134, 25, 3
185480, 2, 5
221733, 17, 5
459238, 30, 5
18651, 425, 4
401515, 45, 3
154807, 35, 5
222998, 4, 3
244737, 70, 5
292767, 182, 5
287771, 5, 2
378218, 1, 2
412980, 5, 5
242189, 40, 5
450160, 55, 5
290055, 20, 3
308046, 80, 4
508112, 8, 4
228335, 30, 3
86612, 130, 5
88601, 25, 4
46933, 45, 3
24783, 5, 4
37934, 15, 3
466439, 60, 3
100083, 50, 5
315011, 30, 4
251093, 40, 5
25477, 5, 5
415097, 10, 5
284832, 15, 5
48425, 40, 4
8672, 25, 4
222712, 35, 5
110700, 30, 4
204539, 370, 4
325148, 135, 4
56254, 40, 5
359455, 32, 5
151721, 20, 4
57385, 6, 5
340941, 10, 4
420979, 10, 2
41269, 25, 3
12526, 40, 5
319854, 11, 5
89387, 5, 5
164811, 195, 5
35279, 25, 4
190597, 13, 5
359884, 20, 5
57997, 10, 3
101681, 27, 5
474620, 15, 4
196973, 120, 3
123663, 35, 5
386870, 30, 3
177091, 23, 5
148625, 8, 5
273140, 10, 5
241940, 40, 5
128304, 5, 4
297887, 5, 4
362864, 10, 5
82493, 28, 5
175017, 60, 5
22470, 255, 5
467132, 15, 5
335495, 5, 4
219757, 20, 5
67099, 23, 5
233508, 5, 5
290209, 25, 5
26099, 10, 5
142421, 200, 5
230253, 45, 5
170310, 75, 5
331100, 25, 4
489810, 20, 5
251737, 20, 4
267178, 24, 5
139168, 75, 5
296070, 30, 5
168804, 20, 5
330958, 20, 4
58116, 7, 5
198924, 70, 5
53262, 12, 4
8455, 5, 5
148318, 1455, 3
460151, 35, 5
278191, 12, 5
99300, 50, 5
102727, 18, 4
355060, 2, 5
84923, 20, 3
240515, 70, 5
117228, 5, 4
525769, 25, 4
214706, 2, 4
42783, 50, 5
238267, 5, 5
44189, 5, 5
503822, 25, 4
215593, 5, 5
23048, 10, 5
107459, 18, 5
253258, 20, 4
231040, 15, 4
15489, 20, 3
315560, 5, 5
320708, 15, 5
121935, 5, 3
201540, 5, 5
455944, 5, 3
185065, 45, 4
148246, 27, 4
277961, 10, 4
58471, 25, 3
415446, 430, 4
99418, 5, 5
420582, 75, 5
293704, 25, 3
152759, 11, 5
15384, 5, 4
246708, 24, 5
302003, 75, 5
360272, 45, 5
119630, 330, 5
341184, 10, 4
236556, 7, 5
164956, 60, 4
370361, 30, 5
20343, 250, 5
208709, 5, 5
184658, 5, 3
68385, 5, 3
260642, 5, 4
176785, 20, 4
238462, 5, 3
113199, 20, 5
88248, 15, 4
210774, 10, 4
184523, 25, 4
54534, 25, 5
107471, 40, 5
473803, 3, 4
137144, 70, 2
57390, 1, 3
50534, 45, 5
185523, 10, 4
293072, 38, 5
262119, 30, 5
163047, 70, 5
312200, 23, 5
70209, 32, 5
17071, 20, 5
495777, 20, 5
372790, 15, 4
253066, 5, 3
177479, 10, 5
497099, 50, 5
185652, 130, 4
118013, 50, 5
447228, 4, 3
320621, 13, 4
247160, 250, 4
423472, 755, 4
51968, 27, 4
452115, 5, 4
236281, 129615, 5
202702, 365, 4
466329, 250, 2
120459, 5, 4
85070, 30, 5
230692, 250, 4
241741, 1440, 5
33669, 10, 5
210607, 5, 4
247174, 20, 4
28498, 30, 5
321832, 15, 4
441811, 35, 5
273104, 3, 5
428715, 30, 3
214514, 3, 2
249016, 40, 5
74421, 175, 4
50916, 30, 5
282832, 30, 5
284442, 5, 4
412282, 55, 5
226366, 10, 4
198142, 5, 4
275786, 70, 4
262516, 5, 4
185089, 5, 4
90156, 30, 4
18148, 30, 5
448653, 5, 4
92866, 5, 5
47703, 30, 4
363748, 370, 5
53788, 11, 5
275094, 12, 5
489690, 6, 3
232386, 17, 4
144794, 25, 5
261609, 5, 2
56203, 10, 5
309234, 16, 5
331043, 40, 5
445667, 35, 3
473714, 250, 4
349849, 485, 5
79924, 30, 5
392006, 5, 3
148178, 25, 5
507305, 190, 2
410584, 15, 4
196843, 50, 4
303258, 15, 4
475470, 35, 5
309827, 25, 5
228703, 15, 5
194477, 90, 3
15086, 55, 5
190591, 22, 4
376889, 2, 3
322756, 5, 4
227649, 30, 5
199797, 12, 5
258908, 55, 4
36322, 30, 5
207316, 30, 5
300369, 140, 4
203931, 25, 5
226494, 45, 5
298254, 5, 3
297208, 5, 5
234500, 10, 5
374609, 25, 2
344869, 11, 5
233763, 20, 5
333601, 4, 5
316389, 20, 4
165085, 40, 4
310967, 13, 4
141572, 125, 4
462845, 7, 5
9911, 1, 4
256107, 40, 5
247241, 45, 5
68433, 10, 5
309274, 45, 5
324267, 15, 4
464800, 40, 3
496224, 5, 5
108759, 18, 3
71875, 5, 3
390414, 30, 4
221996, 15, 4
31426, 25, 4
163219, 15, 5
422363, 15, 5
371067, 5, 4
232706, 20, 5
74045, 5, 3
207270, 10, 5
186559, 5, 5
36688, 40, 5
74534, 10, 4
241661, 23, 5
152233, 20, 5
416898, 30, 4
382698, 10, 5
327691, 1455, 5
261167, 20, 5
163245, 42, 4
264311, 35, 4
470576, 35, 3
67664, 10, 3
160877, 6, 5
240743, 8, 5
497021, 60, 5
239596, 7, 4
75928, 25, 5
314052, 45, 5
127866, 615, 5
401560, 10, 4
384653, 45, 5
493492, 3, 4
149110, 20, 5
238276, 4, 3
260325, 5, 5
149147, 2895, 4
47197, 50, 5
157364, 17, 4
51109, 140, 3
222143, 45, 5
93063, 86400, 2
286161, 40, 5
17866, 375, 5
404868, 30, 4
57512, 25, 5
451498, 5, 4
222284, 5, 4
505768, 48, 2
233099, 10, 5
227876, 2, 3
515160, 20, 5
289930, 60, 4
219814, 5, 4
19943, 5, 5
126806, 5, 5
114739, 25, 5
278966, 15, 4
71270, 90, 5
277241, 35, 3
463176, 65, 5
100242, 65, 4
279798, 15, 3
59554, 35, 3
280954, 1, 5
357218, 2, 3
238434, 20, 5
381055, 5, 4
304373, 8, 5
62054, 22, 2
273863, 2, 3
419360, 25, 2
35727, 7, 4
16310, 180, 3
249727, 25, 5
445735, 10, 5
375304, 5, 4
149879, 15, 3
237565, 80, 5
60231, 5, 3
341258, 10, 4
270723, 20, 4
117483, 3, 2
65994, 5, 5
156305, 30, 5
159337, 15, 5
90597, 35, 5
303245, 260, 2
58589, 5, 5
425197, 5, 5
272140, 5, 5
344165, 2, 4
39718, 30, 4
92605, 10, 5
164292, 20, 5
341015, 10, 4
10037, 1, 5
247293, 5, 4
254866, 75, 5
463296, 5, 4
5072, 1, 5
62961, 183, 3
223957, 4, 3
41541, 60, 5
372251, 5, 4
64365, 35, 4
217727, 30, 3
255792, 25, 5
499924, 10, 4
265703, 40, 5
175584, 45, 3
96867, 35, 4
201368, 5, 4
135134, 8650, 2
384193, 20, 5
391713, 10, 2
209243, 5, 2
228525, 10, 5
215692, 30, 5
74856, 22, 5
224682, 25, 5
223225, 10, 3
361798, 30, 5
370628, 4, 5
152480, 20, 4
114400, 30, 3
321641, 20, 2
479078, 30, 5
283952, 7, 4
181488, 28, 5
81630, 40, 4
195679, 10, 5
81655, 6, 2
42278, 25, 4
225584, 15, 2
399430, 9, 5
109715, 60, 4
380325, 360, 5
128934, 5, 3
122967, 25, 5
169935, 10, 3
302709, 20, 5
200563, 7, 3
325843, 75, 5
340733, 2, 5
122817, 40, 5
199071, 5, 4
181183, 15, 5
12386, 1470, 4
397916, 5, 2
329231, 2, 3
296851, 9, 3
236340, 146880, 5
141231, 10, 5
658, 1495, 4
115793, 5, 4
276493, 40, 5
199638, 10, 2
235161, 2, 5
75688, 10, 3
417786, 25, 4
370806, 40, 4
335964, 40, 5
32527, 5, 3
66054, 435, 4
220201, 5, 4
245789, 65, 5
81218, 40, 5
220067, 85, 4
66348, 35, 5
248414, 10, 5
74841, 40, 5
33006, 21, 5
425870, 9, 5
378341, 20, 4
84492, 370, 5
237560, 40, 5
339220, 20, 5
82523, 35, 3
123939, 10090, 3
277853, 70, 5
141263, 5, 5
414808, 8, 4
251116, 5, 5
37691, 150, 5
146908, 5, 4
201471, 10, 3
318858, 31, 5
195326, 25, 4
223826, 5, 5
278951, 7, 3
114953, 20, 4
36348, 30, 5
152426, 20, 5
166830, 15, 5
381767, 3, 5
272794, 13, 3
291206, 25, 4
174405, 5, 4
1148, 3, 4
163386, 30, 3
251232, 5, 4
126943, 5, 3
360052, 40, 5
170245, 4, 4
375628, 25, 3
246399, 25, 3
129459, 20, 2
141792, 45, 5
64960, 12, 4
175468, 65, 4
156128, 5, 5
124213, 15, 3
153301, 60, 5
271869, 10, 4
40681, 5, 3
401923, 2, 3
222207, 15, 5
222893, 5, 5
40925, 10, 5
224718, 4, 4
314489, 200, 4
64799, 10, 3
37824, 5, 5
314111, 5, 5
231084, 55, 5
105417, 86405, 2
138571, 90, 4
